shipment_id,origin,destination,distance_km,cost
87268,Germany,India,5300,2534
87269,India,USA,8261,3731
87270,India,Germany,4608,4728
87271,China,USA,9086,2314
87272,India,Germany,3245,4295
87273,China,China,2899,3479
87274,Germany,China,4302,2198
87275,India,China,2690,4103
87276,India,China,9494,3360
87277,Germany,China,4892,1019
87278,China,USA,8207,1614
87279,USA,China,8782,2236
87280,India,China,8282,979
87281,India,Germany,8944,3514
87282,China,India,8624,1841
87283,USA,China,8079,3532
87284,USA,Germany,858,1864
87285,USA,India,4615,4678
87286,USA,India,6504,2292
87287,Germany,USA,8290,3148
87288,Germany,China,5116,4354
87289,China,India,9667,1673
87290,India,India,7972,4283
87291,China,India,7113,2229
87292,Germany,India,1682,639
87293,India,India,4819,3170
87294,India,Germany,8997,1283
87295,China,Germany,3282,688
87296,USA,China,557,3303
87297,USA,India,2774,2076
87298,USA,Germany,4625,2961
87299,Germany,China,6815,3837
87300,China,USA,2640,662
87301,India,Germany,9692,4785
87302,Germany,USA,7174,4505
87303,Germany,China,6289,2412
87304,Germany,China,7382,3280
87305,USA,Germany,8418,2082
87306,China,China,4903,2442
87307,India,Germany,8287,1134
87308,Germany,India,5742,1956
87309,India,India,7955,1756
87310,USA,India,220,945
87311,USA,India,9235,1873
87312,Germany,USA,3268,3567
87313,USA,China,1583,3773
87314,Germany,India,4660,4840
87315,Germany,Germany,2641,4889
87316,China,India,352,1963
87317,Germany,USA,1424,1090
87318,Germany,India,3488,3110
87319,Germany,Germany,5445,161
87320,China,China,2890,2210
87321,China,China,7930,2527
87322,China,China,8077,2350
87323,India,India,6068,4394
87324,India,China,499,3839
87325,India,India,7382,2191
87326,China,Germany,5232,3858
87327,India,India,5257,2594
87328,USA,Germany,5543,3872
87329,Germany,Germany,1374,3454
87330,China,Germany,6965,4071
87331,USA,USA,7363,1473
87332,India,USA,738,1987
87333,Germany,Germany,5223,429
87334,USA,USA,8647,2087
87335,Germany,Germany,175,2113
87336,USA,Germany,4167,389
87337,China,India,3473,4493
87338,India,China,8038,4486
87339,USA,China,305,1918
87340,USA,USA,2704,462
87341,India,India,7183,3297
87342,USA,Germany,1171,2935
87343,China,Germany,7561,2787
87344,India,India,3854,1771
87345,India,Germany,6314,1934
87346,Germany,China,7720,2153
87347,Germany,USA,5021,2877
87348,USA,China,7299,1964
87349,China,China,3798,2515
87350,USA,India,6241,4032
87351,India,Germany,1045,4473
87352,China,Germany,2506,1534
87353,India,Germany,9806,2095
87354,India,Germany,382,4373
87355,Germany,China,7602,4859
87356,Germany,USA,7297,2189
87357,China,India,4581,4252
87358,USA,Germany,1381,2357
87359,China,China,6429,2759
87360,India,Germany,2608,352
87361,India,China,2114,947
87362,China,Germany,6047,3083
87363,USA,Germany,8227,2197
87364,China,India,1920,1516
87365,China,Germany,726,4189
87366,Germany,China,9666,4169
87367,India,India,6926,820
87368,Germany,China,5900,4823
87369,Germany,China,9049,4591
87370,China,India,6467,4121
87371,USA,USA,190,778
87372,India,India,3641,1553
87373,USA,Germany,9951,106
87374,Germany,USA,4573,2349
87375,India,China,4167,1494
87376,Germany,India,2048,4547
87377,USA,USA,3761,3762
87378,China,USA,2382,1326
87379,India,China,3247,3614
87380,India,Germany,8424,2331
87381,Germany,Germany,670,976
87382,USA,Germany,7915,4891
87383,India,Germany,8952,4490
87384,USA,USA,2556,1732
87385,China,India,5038,4870
87386,Germany,China,6093,421
87387,China,China,9403,1429
87388,India,Germany,1973,4889
87389,China,China,9955,996
87390,Germany,Germany,3089,4274
87391,India,China,2506,2909
87392,India,China,4058,2128
87393,USA,Germany,1607,3487
87394,India,Germany,5348,2747
87395,USA,India,6292,3605
87396,Germany,India,8356,1092
87397,USA,Germany,1409,2121
87398,USA,India,876,3097
87399,USA,USA,9464,2736
87400,China,India,1997,494
87401,Germany,USA,4542,2383
87402,India,USA,6368,3425
87403,India,USA,5507,1300
87404,USA,India,4217,342
87405,Germany,USA,1662,3771
87406,Germany,Germany,9580,1482
87407,USA,Germany,1459,2407
87408,India,Germany,2451,131
87409,China,India,413,3502
87410,USA,USA,4142,2635
87411,India,India,8437,4220
87412,China,Germany,1068,894
87413,Germany,India,7222,3215
87414,Germany,Germany,8771,4900
87415,USA,China,112,2472
87416,USA,India,7809,3494
87417,India,Germany,4297,4367
87418,USA,USA,1119,4067
87419,Germany,Germany,8522,2025
87420,Germany,Germany,5599,1298
87421,China,USA,8868,2601
87422,Germany,China,7838,2009
87423,Germany,USA,9447,1049
87424,China,Germany,7575,3090
87425,USA,China,7884,875
87426,China,China,7268,1291
87427,China,USA,5462,2137
87428,Germany,USA,1418,3023
87429,India,USA,7106,4453
87430,Germany,India,9958,3541
87431,India,USA,2630,2865
87432,India,USA,2149,4704
87433,China,India,956,4624
87434,China,India,8699,268
87435,India,India,7577,3894
87436,Germany,USA,7399,925
87437,India,India,8088,4095
87438,India,Germany,4834,3013
87439,China,India,9511,2308
87440,India,China,8421,3453
87441,India,India,4704,2712
87442,USA,China,6095,2109
87443,China,India,8755,3961
87444,India,USA,2376,3782
87445,Germany,China,1010,4978
87446,Germany,India,4425,799
87447,India,India,3703,3888
87448,India,USA,4784,3524
87449,USA,China,9975,2185
87450,India,China,3469,952
87451,USA,Germany,7189,728
87452,China,Germany,1809,1946
87453,Germany,Germany,8034,3161
87454,USA,USA,8828,3310
87455,China,Germany,581,3959
87456,China,Germany,9457,4557
87457,Germany,China,1248,840
87458,China,Germany,4923,3982
87459,Germany,China,7891,4898
87460,China,USA,9605,2908
87461,USA,Germany,9901,3376
87462,Germany,India,9775,2488
87463,Germany,India,6428,2681
87464,China,China,6061,556
87465,India,India,6208,4851
87466,Germany,China,6384,3615
87467,USA,China,5911,4961
87468,Germany,India,7114,1131
87469,Germany,India,7466,2846
87470,China,USA,8958,1477
87471,USA,India,7959,4516
87472,India,USA,6462,1326
87473,India,China,5933,4029
87474,China,USA,8795,833
87475,Germany,India,5220,1892
87476,China,India,166,3700
87477,India,China,2882,4817
87478,India,India,6271,4646
87479,USA,USA,367,381
87480,Germany,China,8536,3580
87481,Germany,USA,6330,1426
87482,USA,China,6157,151
87483,USA,USA,7504,837
87484,Germany,USA,9057,4515
87485,USA,Germany,5201,710
87486,USA,India,8116,4751
87487,India,USA,9029,968
87488,India,China,6278,4936
87489,Germany,India,1116,3622
87490,USA,Germany,2183,3596
87491,India,USA,5625,1257
87492,China,India,4365,4091
87493,Germany,Germany,8279,2785
87494,Germany,China,6417,2954
87495,USA,USA,7897,2640
87496,USA,China,7916,2028
87497,India,China,264,3928
87498,India,Germany,8802,4610
87499,India,USA,6037,2169
87500,India,India,8369,860
87501,China,Germany,9407,185
87502,India,China,2722,689
87503,India,India,4236,4957
87504,India,Germany,7267,3052
87505,China,China,8056,2115
87506,China,India,4343,3009
87507,Germany,USA,7940,4689
87508,India,Germany,6140,3528
87509,India,Germany,6571,167
87510,USA,India,555,2561
87511,China,India,1238,3260
87512,India,Germany,9923,120
87513,USA,Germany,8949,2390
87514,China,China,8631,159
87515,USA,USA,8222,4832
87516,USA,USA,665,431
87517,India,USA,987,4431
87518,Germany,China,100,1592
87519,China,Germany,910,2260
87520,China,China,3598,1184
87521,China,USA,1466,4778
87522,China,China,7510,1472
87523,India,China,7660,2250
87524,China,USA,2721,921
87525,India,Germany,7977,4182
87526,India,India,3085,4358
87527,India,Germany,4146,964
87528,India,USA,6050,3126
87529,Germany,USA,6665,4932
87530,USA,USA,4899,2501
87531,China,USA,8010,1933
87532,India,India,1606,3957
87533,India,Germany,2643,498
87534,China,Germany,735,3258
87535,Germany,USA,3279,2742
87536,Germany,China,4658,4849
87537,India,China,8074,3535
87538,India,India,2489,2016
87539,Germany,India,785,2925
87540,Germany,USA,5404,1578
87541,China,USA,3938,2898
87542,USA,India,7764,527
87543,Germany,Germany,6350,3701
87544,China,Germany,872,2809
87545,India,Germany,4765,3467
87546,USA,Germany,7682,679
87547,India,China,9603,4803
87548,USA,India,4368,4845
87549,USA,India,3872,3907
87550,China,India,8499,4296
87551,India,India,438,3937
87552,USA,China,3059,4296
87553,Germany,India,9820,3104
87554,Germany,India,6506,832
87555,China,China,1246,983
87556,China,Germany,5061,2105
87557,Germany,Germany,9453,1719
87558,USA,China,1337,3524
87559,India,Germany,7211,1428
87560,USA,USA,4124,1311
87561,Germany,India,8094,150
87562,India,India,134,720
87563,India,China,8626,633
87564,China,India,7464,320
87565,Germany,Germany,6981,1956
87566,China,USA,2260,3643
87567,India,India,8535,1073
87568,Germany,Germany,8874,1903
87569,China,USA,6745,2920
87570,India,USA,8361,2778
87571,USA,USA,4321,1161
87572,USA,USA,6353,110
87573,USA,India,2419,2901
87574,China,India,5747,1884
87575,Germany,USA,2602,3597
87576,China,China,2380,2504
87577,USA,Germany,9793,3540
87578,India,India,867,1536
87579,India,Germany,5105,2927
87580,Germany,Germany,977,4143
87581,USA,USA,8110,2460
87582,Germany,India,9842,3334
87583,India,USA,2292,3205
87584,China,USA,3766,4126
87585,Germany,Germany,8405,3779
87586,China,USA,3672,3135
87587,China,China,4730,826
87588,India,India,1745,2129
87589,Germany,USA,2832,1853
87590,Germany,USA,5401,525
87591,China,USA,8668,3018
87592,Germany,USA,9490,3090
87593,USA,China,8732,1039
87594,USA,Germany,4739,1317
87595,Germany,India,1228,3086
87596,China,USA,407,776
87597,India,Germany,3161,4526
87598,India,USA,6428,3793
87599,China,Germany,6409,2508
87600,China,China,513,2133
87601,USA,Germany,3888,2423
87602,Germany,China,5545,4044
87603,USA,USA,2118,2857
87604,USA,China,4721,4547
87605,China,India,8749,689
87606,USA,China,8436,1237
87607,Germany,India,1927,1585
87608,China,India,6131,1745
87609,India,Germany,5386,2310
87610,China,USA,9414,1503
87611,India,India,8657,3125
87612,China,India,4301,720
87613,China,China,1018,2893
87614,India,China,4710,810
87615,Germany,India,7886,1762
87616,Germany,USA,9466,1319
87617,India,India,4922,4686
87618,India,China,1217,1123
87619,USA,India,824,778
87620,Germany,USA,163,1471
87621,USA,Germany,726,2575
87622,India,India,6369,2876
87623,USA,India,8378,4574
87624,India,USA,5809,269
87625,China,USA,9164,674
87626,Germany,India,1409,4181
87627,China,India,7554,4576
87628,China,USA,2202,2726
87629,China,India,2780,4002
87630,India,China,8903,552
87631,India,USA,6706,4301
87632,USA,China,315,4107
87633,Germany,China,7351,402
87634,USA,China,6187,2051
87635,USA,USA,2832,1110
87636,India,Germany,2951,3122
87637,India,India,8482,2367
87638,China,Germany,7688,666
87639,China,USA,5559,3804
87640,USA,India,269,2340
87641,China,USA,5965,998
87642,China,Germany,9571,558
87643,China,China,1015,4814
87644,USA,India,2304,3556
87645,Germany,India,1378,1969
87646,Germany,China,7693,4300
87647,USA,Germany,4265,3128
87648,China,USA,2694,3553
87649,USA,USA,8936,2860
87650,China,India,2932,3409
87651,China,USA,1317,790
87652,India,USA,4120,3000
87653,India,Germany,7897,2981
87654,China,Germany,1822,1912
87655,Germany,USA,9920,4004
87656,Germany,China,1002,890
87657,USA,India,1870,2407
87658,USA,China,6211,2153
87659,USA,India,9343,4162
87660,USA,USA,6115,305
87661,USA,India,2861,2963
87662,China,India,9209,2759
87663,China,USA,6296,4810
87664,India,China,7771,2294
87665,Germany,USA,7798,1848
87666,India,USA,8780,537
87667,China,Germany,5441,3589
87668,USA,India,4935,4684
87669,USA,India,8504,4542
87670,India,Germany,8952,2041
87671,USA,China,4858,4020
87672,India,India,3193,3634
87673,USA,USA,4612,4978
87674,USA,Germany,4319,531
87675,China,Germany,2344,1930
87676,Germany,India,3908,1678
87677,Germany,India,1255,897
87678,Germany,India,8587,1857
87679,India,Germany,6325,2584
87680,USA,USA,893,4332
87681,Germany,India,6285,4390
87682,USA,USA,1934,1788
87683,USA,Germany,3168,4510
87684,USA,China,5463,1349
87685,Germany,Germany,469,1788
87686,USA,USA,2327,1430
87687,India,Germany,9026,622
87688,China,India,5418,607
87689,USA,Germany,2913,2251
87690,Germany,China,4310,2109
87691,China,India,1493,3243
87692,India,India,2088,669
87693,Germany,China,3308,2966
87694,USA,India,3425,2327
87695,China,USA,9308,3792
87696,Germany,Germany,8375,3090
87697,Germany,Germany,1209,3858
87698,USA,USA,3696,2607
87699,China,Germany,8953,4735
87700,India,India,9468,2784
87701,India,USA,2554,2698
87702,India,China,9267,1043
87703,India,India,7134,4677
87704,China,Germany,9910,2701
87705,USA,India,3717,4711
87706,India,India,4712,149
87707,China,India,8269,527
87708,India,India,484,2058
87709,China,India,8390,1825
87710,USA,USA,890,4536
87711,USA,India,6626,4871
87712,India,Germany,9420,1508
87713,India,Germany,3096,1920
87714,India,USA,9577,1190
87715,USA,China,9859,2987
87716,Germany,USA,8344,4494
87717,India,China,4731,2425
87718,India,Germany,7032,2987
87719,China,China,4366,4819
87720,India,Germany,2244,3887
87721,China,China,3301,1352
87722,India,India,3601,254
87723,USA,USA,8270,3714
87724,India,Germany,5088,942
87725,India,China,1341,3437
87726,China,China,1578,3928
87727,Germany,USA,5910,4649
87728,India,Germany,7382,466
87729,USA,India,3863,617
87730,India,USA,6745,2510
87731,USA,Germany,8584,1504
87732,Germany,India,1831,2550
87733,Germany,USA,8132,1134
87734,USA,Germany,7172,4534
87735,Germany,China,6028,4285
87736,Germany,India,8188,2295
87737,Germany,USA,5963,1010
87738,Germany,India,1178,4641
87739,India,USA,4189,4854
87740,India,India,6246,3140
87741,India,Germany,3595,4860
87742,China,China,7686,3731
87743,China,India,2155,587
87744,China,China,6183,4662
87745,Germany,Germany,7738,4307
87746,China,USA,9462,4467
87747,China,USA,7377,2331
87748,India,USA,9569,751
87749,India,USA,8179,3848
87750,China,India,5080,1349
87751,India,China,9587,2582
87752,China,Germany,3904,2885
87753,India,Germany,6162,823
87754,USA,India,9965,4317
87755,Germany,India,407,2619
87756,USA,Germany,4174,1411
87757,Germany,India,3931,1593
87758,Germany,India,3277,3157
87759,USA,Germany,5353,523
87760,China,Germany,6257,3319
87761,USA,USA,7137,684
87762,USA,Germany,7330,163
87763,India,Germany,3550,4706
87764,India,India,2007,2724
87765,Germany,Germany,3173,1093
87766,India,USA,9051,3765
87767,China,Germany,2430,3414
87768,China,China,7860,1579
87769,China,China,8283,4888
87770,India,USA,9860,707
87771,Germany,India,6748,1505
87772,India,China,4889,393
87773,USA,China,4043,4950
87774,China,USA,8084,4115
87775,USA,Germany,3172,1869
87776,Germany,Germany,5113,3804
87777,USA,Germany,2645,1276
87778,Germany,USA,2401,463
87779,USA,China,3907,2603
87780,USA,China,5916,608
87781,Germany,Germany,5853,2444
87782,USA,USA,4995,774
87783,USA,India,1478,277
87784,Germany,Germany,4313,968
87785,USA,USA,3150,3556
87786,India,India,5817,2880
87787,China,USA,1051,3510
87788,USA,Germany,4096,2178
87789,USA,Germany,9115,3405
87790,USA,USA,9105,3672
87791,USA,China,3461,3527
87792,India,Germany,4378,4614
87793,China,China,1645,4589
87794,Germany,USA,3484,470
87795,China,Germany,6134,1003
87796,India,Germany,6396,4197
87797,India,India,7686,1155
87798,India,China,2639,3283
87799,Germany,USA,2236,4517
87800,Germany,China,6260,3965
87801,China,India,3844,2945
87802,India,Germany,3163,2576
87803,China,Germany,8537,2719
87804,China,Germany,8690,1647
87805,USA,USA,9722,2721
87806,Germany,India,4944,2544
87807,China,China,5965,3860
87808,India,China,4277,1166
87809,Germany,Germany,5789,4194
87810,USA,India,1746,590
87811,USA,USA,6389,3269
87812,USA,USA,3589,4918
87813,Germany,Germany,2773,272
87814,China,India,7808,4940
87815,USA,Germany,5932,3996
87816,Germany,India,1428,260
87817,India,USA,6020,4331
87818,USA,China,5068,1527
87819,Germany,USA,6956,2951
87820,India,China,7824,3213
87821,India,China,3675,3761
87822,Germany,India,164,1141
87823,USA,India,4388,1931
87824,USA,India,9565,1716
87825,India,Germany,9634,894
87826,Germany,USA,2443,3670
87827,USA,USA,5836,4069
87828,India,India,2730,2352
87829,USA,India,4571,4548
87830,Germany,USA,3947,3364
87831,China,Germany,4099,4260
87832,China,Germany,9773,798
87833,India,India,5382,3186
87834,India,Germany,9869,3392
87835,China,China,2102,1765
87836,Germany,Germany,7188,2145
87837,Germany,China,547,4048
87838,Germany,USA,5409,1703
87839,Germany,China,2058,4796
87840,China,China,6413,1568
87841,USA,China,4997,238
87842,China,China,4485,1102
87843,Germany,China,9731,2792
87844,USA,USA,2262,3819
87845,India,Germany,7248,3317
87846,India,USA,8065,3143
87847,USA,Germany,932,188
87848,Germany,Germany,9162,2403
87849,China,China,9359,2868
87850,USA,USA,1699,4772
87851,China,China,9045,4525
87852,China,China,2085,2336
87853,China,USA,5529,1387
87854,China,USA,5966,4246
87855,India,India,8478,4299
87856,Germany,Germany,8026,739
87857,India,China,2652,4311
87858,Germany,China,3141,2347
87859,USA,China,348,1761
87860,Germany,China,5249,3100
87861,Germany,China,6118,3472
87862,USA,USA,2603,4222
87863,India,Germany,3931,4704
87864,Germany,China,2972,1259
87865,India,China,5209,1193
87866,USA,India,3916,4018
87867,China,India,5159,950
87868,USA,India,5206,4457
87869,USA,China,472,1495
87870,USA,India,9988,2951
87871,India,Germany,3374,2960
87872,USA,China,4561,2793
87873,Germany,China,7247,3652
87874,Germany,Germany,1547,1401
87875,Germany,India,5366,1135
87876,India,China,5658,1560
87877,China,India,726,4365
87878,USA,India,4549,496
87879,Germany,India,1060,1297
87880,China,Germany,6182,4520
87881,USA,India,968,2993
87882,USA,India,3261,3779
87883,India,China,9120,4573
87884,China,China,9496,1567
87885,Germany,India,6950,3734
87886,China,Germany,933,4761
87887,USA,USA,5261,4720
87888,China,India,721,657
87889,Germany,Germany,9480,3278
87890,USA,Germany,297,419
87891,China,USA,3110,4666
87892,China,USA,1734,271
87893,China,China,4079,517
87894,China,China,2987,3584
87895,India,Germany,3483,4152
87896,USA,Germany,4828,2874
87897,Germany,Germany,4477,3488
87898,USA,China,6998,1516
87899,India,China,4123,2658
87900,USA,Germany,765,3098
87901,Germany,Germany,8733,4230
87902,Germany,India,5015,1609
87903,USA,India,3774,2716
87904,USA,USA,2444,2743
87905,India,China,5745,3223
87906,China,Germany,347,2148
87907,India,China,6635,1255
87908,USA,USA,8552,2430
87909,China,USA,7005,3322
87910,USA,China,3701,3094
87911,China,Germany,3385,4491
87912,USA,Germany,4038,1146
87913,China,USA,2105,4903
87914,USA,China,581,3938
87915,Germany,Germany,6386,302
87916,China,India,1159,2188
87917,USA,China,6686,1333
87918,USA,China,4048,608
87919,China,India,9583,2058
87920,Germany,China,8790,3353
87921,India,USA,4971,1033
87922,China,USA,1706,2600
87923,USA,Germany,8150,4108
87924,China,India,3492,2283
87925,India,India,7381,2985
87926,India,USA,6298,377
87927,USA,Germany,5300,1733
87928,India,India,6246,3411
87929,USA,India,3685,967
87930,China,China,342,3310
87931,Germany,Germany,1803,1590
87932,Germany,Germany,5896,4253
87933,China,China,3000,1147
87934,India,China,2360,944
87935,Germany,USA,4561,3141
87936,India,USA,7986,3475
87937,Germany,USA,2639,307
87938,India,China,6811,3035
87939,Germany,Germany,9933,773
87940,China,USA,1649,1136
87941,Germany,Germany,7220,2813
87942,India,Germany,3329,4153
87943,Germany,USA,3241,1699
87944,China,India,5746,2616
87945,China,Germany,5926,1542
87946,India,China,4430,4840
87947,USA,USA,793,2862
87948,India,Germany,3056,4045
87949,Germany,Germany,7938,4421
87950,USA,USA,5082,4834
87951,India,China,7000,3991
87952,India,Germany,5368,2823
87953,India,India,6532,879
87954,India,USA,2714,3612
87955,China,China,4701,1762
87956,China,India,2819,3539
87957,India,India,8270,253
87958,USA,India,9729,2021
87959,Germany,China,6395,880
87960,Germany,China,9298,988
87961,Germany,Germany,2758,4195
87962,India,China,1024,735
87963,Germany,China,1701,4165
87964,India,India,5768,1803
87965,USA,Germany,7478,1414
87966,Germany,USA,1094,3871
87967,China,China,6415,4655
87968,China,India,5439,2959
87969,USA,India,1144,1147
87970,India,India,5132,1377
87971,China,China,4248,2185
87972,Germany,USA,1902,1163
87973,USA,China,1387,3758
87974,USA,USA,6319,4784
87975,China,Germany,5427,4765
87976,China,Germany,823,4471
87977,Germany,Germany,667,3207
87978,Germany,Germany,2729,4730
87979,USA,USA,9727,766
87980,China,USA,5628,4888
87981,China,USA,771,366
87982,USA,India,5070,2321
87983,Germany,China,1922,3098
87984,Germany,India,4874,3651
87985,India,USA,9064,2293
87986,China,Germany,6113,2436
87987,India,India,864,745
87988,Germany,China,9302,4445
87989,USA,China,9851,484
87990,USA,USA,6454,4556
87991,USA,India,4751,4692
87992,USA,China,3638,1625
87993,India,Germany,8328,3639
87994,India,Germany,5738,4724
87995,China,USA,9026,324
87996,USA,India,5160,3464
87997,USA,USA,8693,4200
87998,China,USA,1271,4414
87999,India,Germany,5476,4087
88000,Germany,India,854,2199
88001,India,India,9214,3466
88002,Germany,China,6944,3493
88003,China,USA,2014,2436
88004,India,USA,2768,881
88005,Germany,Germany,7441,4809
88006,USA,Germany,3711,2430
88007,Germany,Germany,8772,2790
88008,India,China,4905,332
88009,USA,China,5995,2766
88010,USA,India,273,2297
88011,India,India,7009,2120
88012,Germany,Germany,8127,831
88013,China,Germany,9284,4489
88014,India,India,943,741
88015,China,Germany,4437,3077
88016,India,India,8618,2640
88017,USA,China,8684,2328
88018,India,India,6083,419
88019,China,Germany,3154,2820
88020,China,India,4267,4647
88021,Germany,USA,5043,2531
88022,Germany,China,6840,1430
88023,USA,China,6889,623
88024,USA,USA,2925,321
88025,China,China,9279,687
88026,China,Germany,676,3384
88027,USA,USA,8481,3447
88028,USA,China,321,3827
88029,China,Germany,5422,1268
88030,India,India,1886,1842
88031,Germany,USA,9410,2855
88032,China,Germany,7701,3436
88033,India,USA,8392,2153
88034,China,China,7962,3980
88035,Germany,India,6464,1782
88036,China,China,9092,379
88037,India,USA,7350,4231
88038,China,China,1292,2598
88039,Germany,China,247,3751
88040,USA,Germany,4555,4921
88041,USA,India,8488,888
88042,USA,India,4873,1081
88043,China,USA,7089,4510
88044,Germany,Germany,4176,4756
88045,Germany,China,9762,861
88046,Germany,China,2001,4758
88047,Germany,China,2352,1188
88048,India,USA,2498,1097
88049,China,Germany,325,335
88050,China,India,7455,4120
88051,USA,China,8042,1976
88052,Germany,Germany,818,1546
88053,Germany,Germany,3272,2789
88054,USA,Germany,7825,1250
88055,Germany,Germany,3562,2440
88056,Germany,USA,7930,1740
88057,India,China,9692,3970
88058,China,China,3880,3962
88059,USA,China,1063,1451
88060,India,China,7569,3838
88061,India,China,7527,2676
88062,India,India,6399,1638
88063,USA,China,452,3903
88064,India,USA,2276,3305
88065,India,India,5149,2424
88066,India,India,9154,2248
88067,China,Germany,9160,603
88068,Germany,Germany,3063,4723
88069,Germany,USA,2296,2483
88070,India,China,3467,623
88071,India,USA,7690,536
88072,USA,India,793,3111
88073,USA,Germany,7947,1799
88074,India,India,7021,2423
88075,India,China,5271,1521
88076,China,China,1769,1344
88077,India,Germany,6751,311
88078,India,Germany,2981,1016
88079,Germany,India,961,2298
88080,USA,Germany,3509,3602
88081,USA,China,4494,912
88082,USA,USA,6674,2629
88083,USA,China,6692,1487
88084,Germany,India,7872,1215
88085,USA,USA,3820,3228
88086,Germany,China,4929,1554
88087,India,Germany,708,4664
88088,China,USA,9787,3845
88089,USA,India,8257,3582
88090,Germany,India,8652,1811
88091,Germany,Germany,9428,3811
88092,Germany,China,1283,3499
88093,USA,Germany,6368,3382
88094,Germany,China,4503,669
88095,China,China,2301,4700
88096,India,USA,3700,1362
88097,Germany,China,79,1783
88098,USA,India,1052,2431
88099,India,Germany,2237,4442
88100,Germany,Germany,6483,2164
88101,USA,Germany,2588,234
88102,China,USA,1226,247
88103,USA,China,6717,2154
88104,China,USA,1532,195
88105,India,USA,6415,4133
88106,India,India,2894,3061
88107,USA,China,1833,4535
88108,Germany,China,2803,2357
88109,India,Germany,1818,4923
88110,India,China,6615,2460
88111,India,China,6143,379
88112,India,USA,2682,2089
88113,India,India,7851,1364
88114,China,China,4187,2703
88115,India,China,89,1131
88116,China,China,7832,4825
88117,China,China,5711,1398
88118,USA,Germany,9577,2589
88119,USA,USA,5297,3842
88120,India,USA,8292,4050
88121,China,India,3852,3901
88122,India,Germany,4822,3927
88123,India,China,4806,289
88124,USA,China,8961,4971
88125,India,India,3848,1010
88126,Germany,China,6258,2558
88127,USA,USA,7296,2668
88128,India,USA,2853,161
88129,USA,Germany,7532,1143
88130,Germany,China,5374,126
88131,Germany,Germany,8986,901
88132,India,Germany,9130,249
88133,India,China,7218,568
88134,Germany,China,446,337
88135,Germany,China,8914,4321
88136,China,USA,2681,874
88137,Germany,India,1565,910
88138,China,China,3564,2999
88139,India,India,2153,3080
88140,USA,India,6085,4661
88141,China,India,2182,1435
88142,China,USA,2044,863
88143,India,India,7531,2126
88144,USA,Germany,3763,4045
88145,India,India,2732,4743
88146,USA,Germany,3702,2122
88147,USA,India,2407,4318
88148,Germany,China,6273,2892
88149,Germany,Germany,7613,752
88150,USA,Germany,6921,2926
88151,USA,China,6280,1223
88152,Germany,China,5860,1389
88153,India,India,2491,4167
88154,USA,Germany,155,1475
88155,China,USA,1094,2607
88156,China,USA,3171,2628
88157,China,India,4272,716
88158,Germany,USA,1482,105
88159,China,Germany,4415,1791
88160,USA,China,902,1391
88161,USA,USA,8518,533
88162,India,China,4565,4772
88163,India,Germany,3148,4541
88164,Germany,China,657,1258
88165,Germany,India,3837,2146
88166,USA,India,6922,2652
88167,USA,USA,8654,1187
88168,China,Germany,9100,4767
88169,China,USA,5155,3857
88170,USA,Germany,3840,998
88171,India,USA,6102,1668
88172,China,India,3524,3045
88173,China,India,9411,3693
88174,India,China,8457,1737
88175,China,USA,6770,3384
88176,China,India,7358,525
88177,Germany,India,1119,3698
88178,China,China,9350,1867
88179,India,China,7238,4633
88180,China,China,3696,239
88181,USA,India,6891,4107
88182,USA,India,426,1720
88183,India,Germany,2528,2046
88184,China,USA,2720,358
88185,USA,USA,6754,2369
88186,USA,Germany,8235,2457
88187,India,India,9485,803
88188,USA,China,2707,4368
88189,USA,Germany,5602,3957
88190,India,USA,9595,3124
88191,India,Germany,8080,3705
88192,USA,Germany,4655,3538
88193,India,USA,3298,3129
88194,China,Germany,990,663
88195,Germany,USA,1752,637
88196,China,USA,9176,3310
88197,USA,USA,2285,1405
88198,China,India,8472,1543
88199,China,India,7899,919
88200,China,China,6083,3219
88201,USA,India,2044,3924
88202,Germany,Germany,3295,2933
88203,China,Germany,907,4034
88204,Germany,India,4387,950
88205,India,Germany,162,3137
88206,India,Germany,4050,1047
88207,India,India,9055,4634
88208,India,Germany,7319,3079
88209,Germany,China,7510,1366
88210,China,Germany,2469,1122
88211,China,China,5896,493
88212,Germany,Germany,7398,2195
88213,China,Germany,1643,3756
88214,USA,China,7562,178
88215,India,China,1919,309
88216,Germany,Germany,9934,2081
88217,China,India,2470,4656
88218,India,India,9473,4102
88219,Germany,USA,7629,665
88220,China,China,9753,2922
88221,Germany,China,3299,2949
88222,Germany,China,3046,4998
88223,Germany,USA,9186,3820
88224,USA,India,7251,3325
88225,Germany,USA,3689,911
88226,China,India,3860,187
88227,China,USA,6825,359
88228,China,China,7010,396
88229,India,India,6428,3962
88230,Germany,Germany,297,4395
88231,USA,Germany,8705,127
88232,USA,India,2827,2264
88233,China,China,4815,4772
88234,India,Germany,4485,2332
88235,India,USA,3054,668
88236,USA,India,3544,896
88237,USA,China,6752,1931
88238,China,USA,6003,3441
88239,USA,USA,1178,3399
88240,Germany,USA,8552,4745
88241,Germany,Germany,1839,203
88242,China,USA,663,2488
88243,USA,Germany,3881,4804
88244,China,USA,1660,3595
88245,China,China,3086,3842
88246,USA,USA,9391,2408
88247,India,China,7712,1240
88248,China,India,481,2903
88249,Germany,USA,8109,146
88250,China,India,8928,3903
88251,Germany,USA,9455,2328
